Log start on,2019-05-26 14:48:39
Feature,Gyroscope
Nodes,AM1V340 @374730, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps),
26/05/2019 14:48:39.611,70,AM1V340 @374730,50521,A3FFC8FFF1FF,-9.3,-5.6,-1.5,
26/05/2019 14:48:39.651,110,AM1V340 @374730,50527,60FFCDFFFEFF,-16.0,-5.1,-0.2,
26/05/2019 14:48:39.704,163,AM1V340 @374730,50534,14FFDAFFDFFF,-23.6,-3.8,-3.3,
26/05/2019 14:48:39.761,220,AM1V340 @374730,50540,EEFE0400D6FF,-27.4,0.4,-4.2,
26/05/2019 14:48:39.798,257,AM1V340 @374730,50546,0200C900CAFC,0.2,20.1,-82.2,
26/05/2019 14:48:39.854,313,AM1V340 @374730,50552,3300D7FF3700,5.1,-4.1,5.5,
26/05/2019 14:48:39.911,370,AM1V340 @374730,50559,FAFFE0FF1300,-0.6,-3.2,1.9,
26/05/2019 14:48:39.948,407,AM1V340 @374730,50565,F1FFD8FF1E00,-1.5,-4.0,3.0,
26/05/2019 14:48:40.005,464,AM1V340 @374730,50571,DBFFB6FF3A00,-3.7,-7.4,5.8,
26/05/2019 14:48:40.062,521,AM1V340 @374730,50577,CFFFBFFF7C00,-4.9,-6.5,12.4,
26/05/2019 14:48:40.098,557,AM1V340 @374730,50584,F5FFCAFFD800,-1.1,-5.4,21.6,
26/05/2019 14:48:40.154,613,AM1V340 @374730,50590,2B00CFFFF200,4.3,-4.9,24.2,
26/05/2019 14:48:40.211,670,AM1V340 @374730,50596,E2FFCFFFD000,-3.0,-4.9,20.8,
26/05/2019 14:48:40.248,707,AM1V340 @374730,50602,0600B1FF9C00,0.6,-7.9,15.6,
26/05/2019 14:48:40.305,764,AM1V340 @374730,50609,510099FF3000,8.1,-10.3,4.8,
26/05/2019 14:48:40.361,820,AM1V340 @374730,50615,F6FF70FFC0FF,-1.0,-14.4,-6.4,
26/05/2019 14:48:40.398,857,AM1V340 @374730,50621,ACFF29FF6DFF,-8.4,-21.5,-14.7,
26/05/2019 14:48:40.454,913,AM1V340 @374730,50627,000000FF25FF,0.0,-25.6,-21.9,
26/05/2019 14:48:40.530,989,AM1V340 @374730,50634,FFFF1CFF05FF,-0.1,-22.8,-25.1,
26/05/2019 14:48:40.550,1009,AM1V340 @374730,50640,CAFF72FF16FF,-5.4,-14.2,-23.4,
26/05/2019 14:48:40.605,1064,AM1V340 @374730,50646,F0FF370092FF,-1.6,5.5,-11.0,
26/05/2019 14:48:40.661,1120,AM1V340 @374730,50652,DDFFCC00DEFF,-3.5,20.4,-3.4,
26/05/2019 14:48:40.718,1177,AM1V340 @374730,50659,D2FF4D013E00,-4.6,33.3,6.2,
26/05/2019 14:48:40.755,1214,AM1V340 @374730,50665,A9FF94016300,-8.7,40.4,9.9,
26/05/2019 14:48:40.814,1273,AM1V340 @374730,50671,D6FFB6016C00,-4.2,43.8,10.8,
26/05/2019 14:48:40.848,1307,AM1V340 @374730,50677,C0FF75013E00,-6.4,37.3,6.2,
26/05/2019 14:48:40.905,1364,AM1V340 @374730,50684,A7FFA7003200,-8.9,16.7,5.0,
26/05/2019 14:48:40.961,1420,AM1V340 @374730,50690,2600B4FF3100,3.8,-7.6,4.9,
26/05/2019 14:48:40.998,1457,AM1V340 @374730,50696,280010FF1A00,4.0,-24.0,2.6,
26/05/2019 14:48:41.054,1513,AM1V340 @374730,50702,0F00B7FEE9FF,1.5,-32.9,-2.3,
26/05/2019 14:48:41.130,1589,AM1V340 @374730,50709,0400A5FEB5FF,0.4,-34.7,-7.5,
26/05/2019 14:48:41.150,1609,AM1V340 @374730,50715,0800DCFE88FF,0.8,-29.2,-12.0,
26/05/2019 14:48:41.205,1664,AM1V340 @374730,50721,12FF3CFF96FF,-23.8,-19.6,-10.6,
26/05/2019 14:48:41.260,1719,AM1V340 @374730,50727,F3FF0800EBFF,-1.3,0.8,-2.1,
26/05/2019 14:48:41.298,1757,AM1V340 @374730,50734,0000A0001E00,0.0,16.0,3.0,
26/05/2019 14:48:41.354,1813,AM1V340 @374730,50740,77FF11014D00,-13.7,27.3,7.7,
26/05/2019 14:48:41.411,1870,AM1V340 @374730,50746,F9FF60016D00,-0.7,35.2,10.9,
26/05/2019 14:48:41.448,1907,AM1V340 @374730,50752,D2FF56016900,-4.6,34.2,10.5,
26/05/2019 14:48:41.504,1963,AM1V340 @374730,50759,2E0003015B00,4.6,25.9,9.1,
26/05/2019 14:48:41.561,2020,AM1V340 @374730,50765,92006200A200,14.6,9.8,16.2,
26/05/2019 14:48:41.600,2059,AM1V340 @374730,50771,EAFFAAFF2A01,-2.2,-8.6,29.8,
26/05/2019 14:48:41.673,2132,AM1V340 @374730,50777,43FF50FF5201,-18.9,-17.6,33.8,
26/05/2019 14:48:41.712,2171,AM1V340 @374730,50784,5B007CFF0301,9.1,-13.2,25.9,
26/05/2019 14:48:41.750,2209,AM1V340 @374730,50790,0C00AAFFA500,1.2,-8.6,16.5,
26/05/2019 14:48:41.804,2263,AM1V340 @374730,50796,EEFF0400EFFF,-1.8,0.4,-1.7,
26/05/2019 14:48:41.860,2319,AM1V340 @374730,50802,1E00500080FF,3.0,8.0,-12.8,
26/05/2019 14:48:41.899,2358,AM1V340 @374730,50809,1D008500C8FE,2.9,13.3,-31.2,
26/05/2019 14:48:41.954,2413,AM1V340 @374730,50815,72FF7C0092FE,-14.2,12.4,-36.6,
26/05/2019 14:48:42.011,2470,AM1V340 @374730,50821,54FF6700B7FE,-17.2,10.3,-32.9,
26/05/2019 14:48:42.049,2508,AM1V340 @374730,50827,E1FFE9FF19FF,-3.1,-2.3,-23.1,
26/05/2019 14:48:42.105,2564,AM1V340 @374730,50834,070056FF54FF,0.7,-17.0,-17.2,
26/05/2019 14:48:42.161,2620,AM1V340 @374730,50840,1B00EFFE87FF,2.7,-27.3,-12.1,
26/05/2019 14:48:42.200,2659,AM1V340 @374730,50846,2200DDFE93FF,3.4,-29.1,-10.9,
26/05/2019 14:48:42.254,2713,AM1V340 @374730,50852,13002DFFA2FF,1.9,-21.1,-9.4,
26/05/2019 14:48:42.311,2770,AM1V340 @374730,50859,FEFFCDFFD6FF,-0.2,-5.1,-4.2,
26/05/2019 14:48:42.349,2808,AM1V340 @374730,50865,DFFF5E004900,-3.3,9.4,7.3,
26/05/2019 14:48:42.404,2863,AM1V340 @374730,50871,C3FFBD00B200,-6.1,18.9,17.8,
26/05/2019 14:48:42.461,2920,AM1V340 @374730,50877,CFFFF900E400,-4.9,24.9,22.8,
26/05/2019 14:48:42.499,2958,AM1V340 @374730,50884,E2FFF600EC00,-3.0,24.6,23.6,
26/05/2019 14:48:42.554,3013,AM1V340 @374730,50890,D4FFCE00EA00,-4.4,20.6,23.4,
26/05/2019 14:48:42.611,3070,AM1V340 @374730,50896,B9FF7800BC00,-7.1,12.0,18.8,
26/05/2019 14:48:42.648,3107,AM1V340 @374730,50902,38001C00B900,5.6,2.8,18.5,
26/05/2019 14:48:42.704,3163,AM1V340 @374730,50909,D8FF9CFFC600,-4.0,-10.0,19.8,
26/05/2019 14:48:42.761,3220,AM1V340 @374730,50915,EEFF6BFF7700,-1.8,-14.9,11.9,
26/05/2019 14:48:42.799,3258,AM1V340 @374730,50921,FCFFB5FFF2FF,-0.4,-7.5,-1.4,
26/05/2019 14:48:42.854,3313,AM1V340 @374730,50927,F0FFEEFF5FFF,-1.6,-1.8,-16.1,
26/05/2019 14:48:42.911,3370,AM1V340 @374730,50934,4400F5FF0CFF,6.8,-1.1,-24.4,
26/05/2019 14:48:42.949,3408,AM1V340 @374730,50940,B7FFD4FFEDFE,-7.3,-4.4,-27.5,
26/05/2019 14:48:43.006,3465,AM1V340 @374730,50946,4800CDFFF7FE,7.2,-5.1,-26.5,
26/05/2019 14:48:43.061,3520,AM1V340 @374730,50952,F3FFA8FF35FF,-1.3,-8.8,-20.3,
26/05/2019 14:48:43.099,3558,AM1V340 @374730,50959,08009CFF73FF,0.8,-10.0,-14.1,
26/05/2019 14:48:43.155,3614,AM1V340 @374730,50965,0200C2FFBAFF,0.2,-6.2,-7.0,
26/05/2019 14:48:43.211,3670,AM1V340 @374730,50971,F0FFDDFFE7FF,-1.6,-3.5,-2.5,
26/05/2019 14:48:43.249,3708,AM1V340 @374730,50977,F3FFEEFF1300,-1.3,-1.8,1.9,
26/05/2019 14:48:43.305,3764,AM1V340 @374730,50984,E2FFFFFF4600,-3.0,-0.1,7.0,
26/05/2019 14:48:43.379,3839,AM1V340 @374730,50990,A2FF11006800,-9.4,1.7,10.4,
26/05/2019 14:48:43.399,3858,AM1V340 @374730,50996,DBFF3B009900,-3.7,5.9,15.3,
26/05/2019 14:48:43.455,3914,AM1V340 @374730,51002,18007700B100,2.4,11.9,17.7,
26/05/2019 14:48:43.511,3970,AM1V340 @374730,51009,E7FF9300B900,-2.5,14.7,18.5,
26/05/2019 14:48:43.548,4007,AM1V340 @374730,51015,F9FFAB00B600,-0.7,17.1,18.2,
26/05/2019 14:48:43.604,4063,AM1V340 @374730,51021,CDFF8B008B00,-5.1,13.9,13.9,
26/05/2019 14:48:43.660,4119,AM1V340 @374730,51027,C70033003A00,19.9,5.1,5.8,
26/05/2019 14:48:43.698,4157,AM1V340 @374730,51034,F2FFE2FFEFFF,-1.4,-3.0,-1.7,
26/05/2019 14:48:43.754,4213,AM1V340 @374730,51040,F0FFCDFFAEFF,-1.6,-5.1,-8.2,
26/05/2019 14:48:43.811,4270,AM1V340 @374730,51046,8EFFAFFF77FF,-11.4,-8.1,-13.7,
26/05/2019 14:48:43.886,4345,AM1V340 @374730,51052,A300BCFF58FF,16.3,-6.8,-16.8,
26/05/2019 14:48:43.905,4364,AM1V340 @374730,51059,2A00BDFF42FF,4.2,-6.7,-19.0,
26/05/2019 14:48:43.960,4419,AM1V340 @374730,51065,0900F5FF3DFF,0.9,-1.1,-19.5,
26/05/2019 14:48:43.999,4458,AM1V340 @374730,51071,1E0040004DFF,3.0,6.4,-17.9,
26/05/2019 14:48:44.055,4514,AM1V340 @374730,51077,65FF500077FF,-15.5,8.0,-13.7,
26/05/2019 14:48:44.111,4570,AM1V340 @374730,51084,E9FF4800A4FF,-2.3,7.2,-9.2,
26/05/2019 14:48:44.148,4607,AM1V340 @374730,51090,F1FF1100E0FF,-1.5,1.7,-3.2,
26/05/2019 14:48:44.205,4664,AM1V340 @374730,51096,F7FFE5FFEBFF,-0.9,-2.7,-2.1,
26/05/2019 14:48:44.261,4720,AM1V340 @374730,51102,0100B6FFE4FF,0.1,-7.4,-2.8,
26/05/2019 14:48:44.298,4757,AM1V340 @374730,51109,1A0087FFD4FF,2.6,-12.1,-4.4,
26/05/2019 14:48:44.355,4814,AM1V340 @374730,51115,08005FFFB5FF,0.8,-16.1,-7.5,
26/05/2019 14:48:44.412,4871,AM1V340 @374730,51121,01004AFF9AFF,0.1,-18.2,-10.2,
26/05/2019 14:48:44.448,4907,AM1V340 @374730,51127,02004EFF8FFF,0.2,-17.8,-11.3,
26/05/2019 14:48:44.504,4963,AM1V340 @374730,51134,0E0079FF9AFF,1.4,-13.5,-10.2,
26/05/2019 14:48:44.561,5020,AM1V340 @374730,51140,070091FFACFF,0.7,-11.1,-8.4,
26/05/2019 14:48:44.598,5057,AM1V340 @374730,51146,05009EFFC7FF,0.5,-9.8,-5.7,
26/05/2019 14:48:44.655,5114,AM1V340 @374730,51152,0300B5FFE2FF,0.3,-7.5,-3.0,
26/05/2019 14:48:44.711,5170,AM1V340 @374730,51159,FFFFCBFFF2FF,-0.1,-5.3,-1.4,
26/05/2019 14:48:44.748,5207,AM1V340 @374730,51165,F7FFF1FF0400,-0.9,-1.5,0.4,
26/05/2019 14:48:44.804,5263,AM1V340 @374730,51171,ECFF1F001800,-2.0,3.1,2.4,
26/05/2019 14:48:44.860,5319,AM1V340 @374730,51177,E9FF47002D00,-2.3,7.1,4.5,
26/05/2019 14:48:44.899,5358,AM1V340 @374730,51184,DDFF64004600,-3.5,10.0,7.0,
