Log start on,2019-05-26 14:47:44
Feature,Gyroscope
Nodes,AM1V340 @374730, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps),
26/05/2019 14:47:44.579,40,AM1V340 @374730,43643,EFFF0E000600,-1.7,1.4,0.6,
26/05/2019 14:47:44.636,97,AM1V340 @374730,43649,EEFF0E000400,-1.8,1.4,0.4,
26/05/2019 14:47:44.674,135,AM1V340 @374730,43656,F0FF0F000500,-1.6,1.5,0.5,
26/05/2019 14:47:44.729,190,AM1V340 @374730,43662,F0FF11000700,-1.6,1.7,0.7,
26/05/2019 14:47:44.805,266,AM1V340 @374730,43668,F0FF11000600,-1.6,1.7,0.6,
26/05/2019 14:47:44.824,285,AM1V340 @374730,43674,F0FF12000800,-1.6,1.8,0.8,
26/05/2019 14:47:44.879,340,AM1V340 @374730,43681,F0FF10000700,-1.6,1.6,0.7,
26/05/2019 14:47:44.936,397,AM1V340 @374730,43687,F0FF0E000800,-1.6,1.4,0.8,
26/05/2019 14:47:44.974,435,AM1V340 @374730,43693,F2FF0C000900,-1.4,1.2,0.9,
26/05/2019 14:47:45.030,491,AM1V340 @374730,43699,EFFF0A000900,-1.7,1.0,0.9,
26/05/2019 14:47:45.086,547,AM1V340 @374730,43706,F2FF0B000B00,-1.4,1.1,1.1,
26/05/2019 14:47:45.125,586,AM1V340 @374730,43712,EFFF09000900,-1.7,0.9,0.9,
26/05/2019 14:47:45.179,640,AM1V340 @374730,43718,F1FF0B000B00,-1.5,1.1,1.1,
26/05/2019 14:47:45.236,697,AM1V340 @374730,43724,F2FF08000A00,-1.4,0.8,1.0,
26/05/2019 14:47:45.275,736,AM1V340 @374730,43731,EFFF07000800,-1.7,0.7,0.8,
26/05/2019 14:47:45.329,790,AM1V340 @374730,43737,F0FF07000700,-1.6,0.7,0.7,
26/05/2019 14:47:45.386,847,AM1V340 @374730,43743,F0FF04000400,-1.6,0.4,0.4,
26/05/2019 14:47:45.425,886,AM1V340 @374730,43749,F0FF06000400,-1.6,0.6,0.4,
26/05/2019 14:47:45.479,940,AM1V340 @374730,43756,EFFF04000200,-1.7,0.4,0.2,
26/05/2019 14:47:45.535,996,AM1V340 @374730,43762,EEFF04000200,-1.8,0.4,0.2,
26/05/2019 14:47:45.573,1034,AM1V340 @374730,43768,EFFF05000000,-1.7,0.5,0.0,
26/05/2019 14:47:45.629,1090,AM1V340 @374730,43774,EFFF05000000,-1.7,0.5,0.0,
26/05/2019 14:47:45.685,1146,AM1V340 @374730,43781,EBFF0400FCFF,-2.1,0.4,-0.4,
26/05/2019 14:47:45.723,1184,AM1V340 @374730,43787,EAFF0700F9FF,-2.2,0.7,-0.7,
26/05/2019 14:47:45.779,1240,AM1V340 @374730,43793,D5FF1000F3FF,-4.3,1.6,-1.3,
26/05/2019 14:47:45.836,1297,AM1V340 @374730,43799,E9FF0900FAFF,-2.3,0.9,-0.6,
26/05/2019 14:47:45.911,1372,AM1V340 @374730,43806,E0FF0C00F7FF,-3.2,1.2,-0.9,
26/05/2019 14:47:45.931,1392,AM1V340 @374730,43812,EEFF0500FAFF,-1.8,0.5,-0.6,
26/05/2019 14:47:45.986,1447,AM1V340 @374730,43818,E5FFEEFFF6FF,-2.7,-1.8,-1.0,
26/05/2019 14:47:46.023,1484,AM1V340 @374730,43824,E3FFE5FFF5FF,-2.9,-2.7,-1.1,
26/05/2019 14:47:46.079,1540,AM1V340 @374730,43831,E6FFE0FFF0FF,-2.6,-3.2,-1.6,
26/05/2019 14:47:46.155,1616,AM1V340 @374730,43837,E4FFDAFFEAFF,-2.8,-3.8,-2.2,
26/05/2019 14:47:46.174,1635,AM1V340 @374730,43843,DEFFD7FFE7FF,-3.4,-4.1,-2.5,
26/05/2019 14:47:46.248,1709,AM1V340 @374730,43849,E0FFD8FFE6FF,-3.2,-4.0,-2.6,
26/05/2019 14:47:46.286,1747,AM1V340 @374730,43856,CAFFCDFFDDFF,-5.4,-5.1,-3.5,
26/05/2019 14:47:46.342,1803,AM1V340 @374730,43862,BFFFCFFFE1FF,-6.5,-4.9,-3.1,
26/05/2019 14:47:46.380,1841,AM1V340 @374730,43868,FAFFCAFFE7FF,-0.6,-5.4,-2.5,
26/05/2019 14:47:46.435,1896,AM1V340 @374730,43874,F9FFCAFFF2FF,-0.7,-5.4,-1.4,
26/05/2019 14:47:46.474,1935,AM1V340 @374730,43881,E7FFC6FFFBFF,-2.5,-5.8,-0.5,
26/05/2019 14:47:46.530,1991,AM1V340 @374730,43887,EEFFBAFFFFFF,-1.8,-7.0,-0.1,
26/05/2019 14:47:46.586,2047,AM1V340 @374730,43893,CFFFACFF0000,-4.9,-8.4,0.0,
26/05/2019 14:47:46.623,2084,AM1V340 @374730,43899,D4FF82FFFEFF,-4.4,-12.6,-0.2,
26/05/2019 14:47:46.680,2141,AM1V340 @374730,43906,D8FF55FFE9FF,-4.0,-17.1,-2.3,
26/05/2019 14:47:46.736,2197,AM1V340 @374730,43912,00001FFFD2FF,0.0,-22.5,-4.6,
26/05/2019 14:47:46.773,2234,AM1V340 @374730,43918,0200E0FEBAFF,0.2,-28.8,-7.0,
26/05/2019 14:47:46.849,2310,AM1V340 @374730,43924,E6FF96FEA3FF,-2.6,-36.2,-9.3,
26/05/2019 14:47:46.886,2347,AM1V340 @374730,43931,F0FF40FE8AFF,-1.6,-44.8,-11.8,
26/05/2019 14:47:46.923,2384,AM1V340 @374730,43937,1500D7FD70FF,2.1,-55.3,-14.4,
26/05/2019 14:47:46.980,2441,AM1V340 @374730,43943,FEFF5DFD59FF,-0.2,-67.5,-16.7,
26/05/2019 14:47:47.036,2497,AM1V340 @374730,43949,0000C9FC3CFF,0.0,-82.3,-19.6,
26/05/2019 14:47:47.073,2534,AM1V340 @374730,43956,FFFF11FC18FF,-0.1,-100.7,-23.2,
26/05/2019 14:47:47.130,2591,AM1V340 @374730,43962,F4FF35FBE8FE,-1.2,-122.7,-28.0,
26/05/2019 14:47:47.186,2647,AM1V340 @374730,43968,D5FF10FAADFE,-4.3,-152.0,-33.9,
26/05/2019 14:47:47.224,2685,AM1V340 @374730,43974,E4FFD4F850FE,-2.8,-183.6,-43.2,
26/05/2019 14:47:47.279,2740,AM1V340 @374730,43981,BEFFF8F6B3FB,-6.6,-231.2,-110.1,
26/05/2019 14:47:47.335,2796,AM1V340 @374730,43987,DD00BFF51DFD,22.1,-262.5,-73.9,
26/05/2019 14:47:47.373,2834,AM1V340 @374730,43993,F1FEFBFE26FF,-27.1,-26.1,-21.8,
26/05/2019 14:47:47.430,2891,AM1V340 @374730,43999,7601C6018DFF,37.4,45.4,-11.5,
