Log start on,2019-05-26 15:22:02
Feature,Accelerometer
Nodes,AM1V340 @374730, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
26/05/2019 15:22:02.168,50,AM1V340 @374730,25916,A1036D01FAFF,929,365,-6,
26/05/2019 15:22:02.223,105,AM1V340 @374730,25922,9F037101F4FF,927,369,-12,
26/05/2019 15:22:02.261,143,AM1V340 @374730,25929,9D037501F0FF,925,373,-16,
26/05/2019 15:22:02.317,199,AM1V340 @374730,25935,9E037101ECFF,926,369,-20,
26/05/2019 15:22:02.373,255,AM1V340 @374730,25941,9D037601EBFF,925,374,-21,
26/05/2019 15:22:02.411,293,AM1V340 @374730,25947,9D037401EBFF,925,372,-21,
26/05/2019 15:22:02.467,349,AM1V340 @374730,25954,9D037501F0FF,925,373,-16,
26/05/2019 15:22:02.523,405,AM1V340 @374730,25960,9F037201F4FF,927,370,-12,
26/05/2019 15:22:02.561,443,AM1V340 @374730,25966,A0037001F4FF,928,368,-12,
26/05/2019 15:22:02.617,499,AM1V340 @374730,25972,9E037201ECFF,926,370,-20,
26/05/2019 15:22:02.673,555,AM1V340 @374730,25979,9F037101EEFF,927,369,-18,
26/05/2019 15:22:02.710,592,AM1V340 @374730,25985,9F037101F5FF,927,369,-11,
26/05/2019 15:22:02.767,649,AM1V340 @374730,25991,9D037301F4FF,925,371,-12,
26/05/2019 15:22:02.824,706,AM1V340 @374730,25997,9E037301F2FF,926,371,-14,
26/05/2019 15:22:02.861,743,AM1V340 @374730,26004,9E037101EFFF,926,369,-17,
26/05/2019 15:22:02.917,799,AM1V340 @374730,26010,9D037501EEFF,925,373,-18,
26/05/2019 15:22:02.974,856,AM1V340 @374730,26016,9D037701EFFF,925,375,-17,
26/05/2019 15:22:03.012,894,AM1V340 @374730,26022,9E037601EEFF,926,374,-18,
26/05/2019 15:22:03.067,949,AM1V340 @374730,26029,9D037501EEFF,925,373,-18,
26/05/2019 15:22:03.124,1006,AM1V340 @374730,26035,9D037601EFFF,925,374,-17,
26/05/2019 15:22:03.162,1044,AM1V340 @374730,26041,9F037101F5FF,927,369,-11,
26/05/2019 15:22:03.217,1099,AM1V340 @374730,26047,A0037001F5FF,928,368,-11,
26/05/2019 15:22:03.274,1155,AM1V340 @374730,26054,9D037401EAFF,925,372,-22,
26/05/2019 15:22:03.311,1193,AM1V340 @374730,26060,9B037801EAFF,923,376,-22,
26/05/2019 15:22:03.367,1249,AM1V340 @374730,26066,A4036D01FAFF,932,365,-6,
26/05/2019 15:22:03.423,1305,AM1V340 @374730,26072,9F037101FDFF,927,369,-3,
26/05/2019 15:22:03.461,1343,AM1V340 @374730,26079,9F036E01F7FF,927,366,-9,
26/05/2019 15:22:03.517,1399,AM1V340 @374730,26085,9D037401ECFF,925,372,-20,
26/05/2019 15:22:03.574,1456,AM1V340 @374730,26091,A1037801EEFF,929,376,-18,
26/05/2019 15:22:03.611,1493,AM1V340 @374730,26097,9D037101F2FF,925,369,-14,
26/05/2019 15:22:03.667,1549,AM1V340 @374730,26104,9F037101F4FF,927,369,-12,
26/05/2019 15:22:03.723,1605,AM1V340 @374730,26110,9E037001F6FF,926,368,-10,
26/05/2019 15:22:03.761,1643,AM1V340 @374730,26116,9F037201F3FF,927,370,-13,
26/05/2019 15:22:03.817,1699,AM1V340 @374730,26122,9D037701EFFF,925,375,-17,
26/05/2019 15:22:03.875,1757,AM1V340 @374730,26129,9F037201EDFF,927,370,-19,
26/05/2019 15:22:03.911,1793,AM1V340 @374730,26135,9C037801ECFF,924,376,-20,
26/05/2019 15:22:03.967,1849,AM1V340 @374730,26141,9F037201F0FF,927,370,-16,
26/05/2019 15:22:04.024,1906,AM1V340 @374730,26147,9F037201F6FF,927,370,-10,
26/05/2019 15:22:04.061,1943,AM1V340 @374730,26154,9F037301F5FF,927,371,-11,
26/05/2019 15:22:04.118,2000,AM1V340 @374730,26160,9D037401E8FF,925,372,-24,
26/05/2019 15:22:04.174,2056,AM1V340 @374730,26166,9D037501E5FF,925,373,-27,
26/05/2019 15:22:04.211,2093,AM1V340 @374730,26172,9E037601ECFF,926,374,-20,
